名前,pokeID,dexID,育て方,ブースト,種族値,ランク,実数値
シェイミ(ランドフォルム),551,392,最速,,100,0,167
ウルガモス,710,475,最速,,100,0,167
キュワワー,866,586,最速,,100,0,167
リククラゲ,1072,733,最速,,100,0,167
イルカマン(マイティフォルム),1088,748,最速,,100,0,167
イーユイ,1132,791,最速,,100,0,167
キチキギス,1146,803,最速,,99,0,166
ブロスター,776,522,準速,スカーフ,59,0,166
テブリム,964,639,最速,スカーフ,49,0,166
アチゲータ,1028,692,最速,スカーフ,49,0,166
ジャローダ,557,397,準速,,113,0,165
バスラオ(あかすじ),613,420,最速,,98,0,165
バスラオ(しろすじ),614,421,最速,,98,0,165
スワンナ,652,440,最速,,98,0,165
サザンドラ,708,473,最速,,98,0,165
テツノカシラ,1156,813,最速,,98,0,165
カメール,7,7,準速,スカーフ,58,0,165
アリゲイツ,195,136,準速,スカーフ,58,0,165
ズガイドス,457,318,準速,スカーフ,58,0,165
ラムパルド,458,319,準速,スカーフ,58,0,165
ズルズキン,628,426,準速,スカーフ,58,0,165
ジヘッド,707,472,準速,スカーフ,58,0,165
カヌチャン,1080,741,準速,スカーフ,58,0,165
メタモン,164,110,最速,スカーフ,48,0,165
ズルッグ,627,425,最速,スカーフ,48,0,165
ルガルガン(まひるのすがた),844,570,準速,,112,0,164
ナゾノクサ,49,26,準速,ようりょくそ,30,2,164
ヒマナッツ,227,161,準速,ようりょくそ,30,2,164
キマワリ,228,162,準速,ようりょくそ,30,2,164
タネボー,316,228,準速,ようりょくそ,30,2,164
チュリネ,609,417,準速,ようりょくそ,30,2,164
ハスボー,313,225,準速,すいすい,30,2,164
マグカルゴ,259,188,準速,くだけるよろい,30,2,164
トルネロス(けしんフォルム),714,479,準速,,111,0,163
ボルトロス(けしんフォルム),716,481,準速,,111,0,163
イッカネズミ(3びきかぞく),1044,708,準速,,111,0,163
イッカネズミ(4ひきかぞく),1045,709,準速,,111,0,163
サケブシッポ,1112,771,準速,,111,0,163
ラブカス,416,284,最速,,97,0,163
オノノクス,683,456,最速,,97,0,163
ゲコガシラ,737,499,最速,,97,0,163
ソルガレオ,894,600,最速,,97,0,163
ルナアーラ,895,601,最速,,97,0,163
モルペコ,986,655,最速,,97,0,163
ウーラオス(いちげきのかた),1004,668,最速,,97,0,163
ウーラオス(れんげきのかた),1005,669,最速,,97,0,163
キバゴ,681,454,準速,スカーフ,57,0,163
ハリボーグ,731,493,準速,スカーフ,57,0,163
ココガラ,927,617,準速,スカーフ,57,0,163
ドラパルト,996,661,無振,,142,0,162
ライチュウ(原種),27,12,準速,,110,0,162
ライチュウ(アローラのすがた),28,13,準速,,110,0,162
ダグトリオ(アローラのすがた),59,34,準速,,110,0,162
ドードリオ,106,69,準速,,110,0,162
ゲンガー,117,80,準速,,110,0,162
ケンタロス(原種),157,103,準速,,110,0,162
ワタッコ,225,159,準速,,110,0,162
エーフィ,233,166,準速,,110,0,162
ルギア,290,212,準速,,110,0,162
ラティアス,426,294,準速,,110,0,162
ラティオス,427,295,準速,,110,0,162
ユキメノコ,529,370,準速,,110,0,162
ゾロアーク(ヒスイのすがた),642,430,準速,,110,0,162
ルガルガン(たそがれのすがた),846,572,準速,,110,0,162
タギングル,1068,729,準速,,110,0,162
テツノドクガ,1121,780,準速,,110,0,162
オーガポン(みどりのめん),1147,804,準速,,110,0,162
オーガポン(いどのめん),1148,805,準速,,110,0,162
オーガポン(かまどのめん),1149,806,準速,,110,0,162
オーガポン(いしずえのめん),1150,807,準速,,110,0,162
ミミッキュ,881,593,最速,,96,0,162
ドダイトス,438,303,準速,スカーフ,56,0,162
オーロット,794,534,準速,スカーフ,56,0,162
カバルドン,501,349,最速,スカーフ,47,0,162
ブロロン,1089,749,最速,スカーフ,47,0,162
キュウコン(アローラのすがた),44,23,準速,,109,0,161
ウネルミナモ,1139,796,準速,,109,0,161
ディグダ(原種),56,31,最速,,95,0,161
オコリザル,68,43,最速,,95,0,161
ウインディ(原種),71,46,最速,,95,0,161
ゴースト,116,79,最速,,95,0,161
フリーザー(ガラルのすがた),177,118,最速,,95,0,161
バクフーン(ヒスイのすがた),193,134,最速,,95,0,161
ヤンヤンマ,229,163,最速,,95,0,161
ヘルガー,270,194,最速,,95,0,161
エレキッド,280,203,最速,,95,0,161
ジュプトル,294,215,最速,,95,0,161
プラスル,354,250,最速,,95,0,161
マイナン,355,251,最速,,95,0,161
レックウザ,430,298,最速,,95,0,161
パチリス,468,324,最速,,95,0,161
エレキブル,517,359,最速,,95,0,161
メガヤンマ,520,361,最速,,95,0,161
リーフィア,521,362,最速,,95,0,161
グライオン,523,364,最速,,95,0,161
ユクシー,536,377,最速,,95,0,161
メブキジカ,657,442,最速,,95,0,161
キュレム(通常),722,487,最速,,95,0,161
キュレム(ブラックキュレム),723,488,最速,,95,0,161
キュレム(ホワイトキュレム),724,489,最速,,95,0,161
イエッサン(オスのすがた),984,653,最速,,95,0,161
バウッツェル,1047,711,最速,,95,0,161
ウミディグダ,1083,744,最速,,95,0,161
ゴウカザル,441,306,準速,,108,0,160
デンチュラ,667,447,準速,,108,0,160
コバルオン,711,476,準速,,108,0,160
テラキオン,712,477,準速,,108,0,160
ビリジオン,713,478,準速,,108,0,160
ケルディオ(いつものすがた),725,490,準速,,108,0,160
テツノコウベ,1120,779,準速,,108,0,160
ラビフット,920,610,最速,,94,0,160
デカヌチャン,1082,743,最速,,94,0,160
ノココッチ(ふたふしフォルム),1108,768,準速,びびり,55,1,160
リングマ,257,186,準速,はやあし,55,1,160
アーボ,24,9,準速,スカーフ,55,0,160
コダック,65,40,準速,スカーフ,55,0,160
ガーディ(ヒスイのすがた),70,45,準速,スカーフ,55,0,160
ウツドン,83,52,準速,スカーフ,55,0,160
ナッシー(原種),128,88,準速,スカーフ,55,0,160
イーブイ,165,111,準速,スカーフ,55,0,160
デンリュウ,217,151,準速,スカーフ,55,0,160
リングマ,257,186,準速,スカーフ,55,0,160
ハピナス,283,205,準速,スカーフ,55,0,160
ワカシャモ,297,218,準速,スカーフ,55,0,160
マルノーム,360,255,準速,スカーフ,55,0,160
ノクタス,375,265,準速,スカーフ,55,0,160
シザリガー,385,273,準速,スカーフ,55,0,160
チャオブー,559,399,準速,スカーフ,55,0,160
ゴチミル,646,434,準速,スカーフ,55,0,160
コアルヒー,651,439,準速,スカーフ,55,0,160
ランプラー,679,452,準速,スカーフ,55,0,160
ゴルーグ,695,463,準速,スカーフ,55,0,160
オンバット,806,538,準速,スカーフ,55,0,160
ノココッチ(ふたふしフォルム),1108,768,準速,スカーフ,55,0,160
アラブルタケ,1113,772,準速,スカーフ,55,0,160
セビエ,1123,782,準速,スカーフ,55,0,160
アラブルタケ,1113,772,準速,こだいかっせい,55,1,160
ワカシャモ,297,218,準速,かそく,55,1,160
アゴジムシ,832,558,最速,スカーフ,46,0,160
スナヘビ,949,628,最速,スカーフ,46,0,160
ラブトロス(れいじゅうフォルム),1023,687,最速,スカーフ,46,0,160
ブーバー,155,102,最速,,93,0,159
オドリドリ(めらめらスタイル),837,563,最速,,93,0,159
オドリドリ(ぱちぱちスタイル),838,564,最速,,93,0,159
オドリドリ(ふらふらスタイル),839,565,最速,,93,0,159
オドリドリ(まいまいスタイル),840,566,最速,,93,0,159
ノコッチ,244,175,最速,びびり,45,1,159
グランブル,248,178,最速,びびり,45,1,159
グランブル,248,178,最速,はやあし,45,1,159
フシギダネ,0,0,最速,スカーフ,45,0,159
プクリン,46,25,最速,スカーフ,45,0,159
コンパン,54,29,最速,スカーフ,45,0,159
ゴローニャ(原種),91,60,最速,スカーフ,45,0,159
ゴローニャ(アローラのすがた),92,61,最速,スカーフ,45,0,159
コイル,101,66,最速,スカーフ,45,0,159
パウワウ,107,70,最速,スカーフ,45,0,159
ナッシー(アローラのすがた),129,89,最速,スカーフ,45,0,159
チコリータ,187,128,最速,スカーフ,45,0,159
モココ,216,150,最速,スカーフ,45,0,159
ノコッチ,244,175,最速,スカーフ,45,0,159
グランブル,248,178,最速,スカーフ,45,0,159
アチャモ,296,217,最速,スカーフ,45,0,159
カゲボウズ,399,276,最速,スカーフ,45,0,159
コリンク,452,315,最速,スカーフ,45,0,159
リーシャン,484,334,最速,スカーフ,45,0,159
ヨノワール,528,369,最速,スカーフ,45,0,159
ポカブ,558,398,最速,スカーフ,45,0,159
ミジュマル,561,401,最速,スカーフ,45,0,159
ローブシン,595,411,最速,スカーフ,45,0,159
ゴチム,645,433,最速,スカーフ,45,0,159
マーイーカ,769,517,最速,スカーフ,45,0,159
ヤングース,830,556,最速,スカーフ,45,0,159
デカグース,831,557,最速,スカーフ,45,0,159
ヒドイデ,849,573,最速,スカーフ,45,0,159
ドロバンコ,851,575,最速,スカーフ,45,0,159
ラランテス,856,580,最速,スカーフ,45,0,159
ジャラコ,885,595,最速,スカーフ,45,0,159
マメバッタ,1038,702,最速,スカーフ,45,0,159
ズピカ,1061,722,最速,スカーフ,45,0,159
ハラバリー,1062,723,最速,スカーフ,45,0,159
ベラカス,1077,738,最速,スカーフ,45,0,159
ディンルー,1131,790,最速,スカーフ,45,0,159
アチャモ,296,217,最速,かそく,45,1,159
ザシアン(れきせんのゆうしゃ),997,662,無振,,138,0,158
ザマゼンタ(れきせんのゆうしゃ),999,664,無振,,138,0,158
カエンジシ,749,508,準速,,106,0,158
ラブトロス(けしんフォルム),1022,686,準速,,106,0,158
テツノワダチ,1117,776,準速,,106,0,158
マシマシラ,1145,802,準速,,106,0,158
ハハコモリ,603,414,最速,,92,0,158
ワルビアル,617,424,最速,,92,0,158
ハギギシリ,882,594,最速,,92,0,158
エクスレッグ,1039,703,最速,,92,0,158
イキリンコ(グリーンフェザー),1051,715,最速,,92,0,158
マグマッグ,258,187,最速,くだけるよろい,20,2,158
ストライク,152,100,準速,,105,0,157
エレブー,154,101,準速,,105,0,157
ムウマージ,480,332,準速,,105,0,157
ドレディア(ヒスイのすがた),611,419,準速,,105,0,157
ゾロアーク(原種),641,429,準速,,105,0,157
フリージオ,686,459,準速,,105,0,157
コジョンド,692,461,準速,,105,0,157
ザルード,1006,670,準速,,105,0,157
パーモット,1042,706,準速,,105,0,157
クエスパトラ,1079,740,準速,,105,0,157
ヤミカラス,235,168,最速,,91,0,157
ネオラント,508,353,最速,,91,0,157
ロトム(通常),530,371,最速,,91,0,157
ランドロス(れいじゅうフォルム),721,486,最速,,91,0,157
ウガツホムラ,1153,810,最速,,91,0,157
ドラミドロ,774,520,最速,スカーフ,44,0,157
ウデッポウ,775,521,最速,スカーフ,44,0,157
カムカメ,939,620,最速,スカーフ,44,0,157
カミツオロチ,1152,809,最速,スカーフ,44,0,157
カマスジョー,953,632,無振,,136,0,156
テツノツツミ,1118,777,無振,,136,0,156
マフォクシー,735,497,準速,,104,0,156
ニャオニクス(オスのすがた),759,515,準速,,104,0,156
ニャオニクス(メスのすがた),760,516,準速,,104,0,156
テツノイサハ,1140,797,準速,,104,0,156
ピカチュウ,26,11,最速,,90,0,156
モルフォン,55,30,最速,,90,0,156
ディグダ(アローラのすがた),57,32,最速,,90,0,156
ニャース(原種),60,35,最速,,90,0,156
ニャース(アローラのすがた),61,36,最速,,90,0,156
ウインディ(ヒスイのすがた),72,47,最速,,90,0,156
ニョロモ,73,48,最速,,90,0,156
ニョロゾ,74,49,最速,,90,0,156
ファイヤー(原種),180,121,最速,,90,0,156
ファイヤー(ガラルのすがた),181,122,最速,,90,0,156
オオタチ,198,139,最速,,90,0,156
ホウオウ,291,213,最速,,90,0,156
ヤルキモノ,331,241,最速,,90,0,156
ザングース,378,268,最速,,90,0,156
カイオーガ,428,296,最速,,90,0,156
グラードン,429,297,最速,,90,0,156
ルカリオ,499,347,最速,,90,0,156
ポリゴンZ,525,366,最速,,90,0,156
ディアルガ(通常),539,380,最速,,90,0,156
ディアルガ(オリジンフォルム),540,381,最速,,90,0,156
ギラティナ(アナザーフォルム),545,386,最速,,90,0,156
ギラティナ(オリジンフォルム),546,387,最速,,90,0,156
ドレディア(原種),610,418,最速,,90,0,156
レシラム,718,483,最速,,90,0,156
ゼクロム,719,484,最速,,90,0,156
ニャヒート,822,548,最速,,90,0,156
ジメレオン,923,613,最速,,90,0,156
アノホラグサ,1070,731,最速,,90,0,156
ブロロローム,1090,750,最速,,90,0,156
カラミンゴ,1097,757,最速,,90,0,156
コノヨザル,1105,765,最速,,90,0,156
フラエッテ,751,510,準速,スカーフ,52,0,156
メェークル,753,512,準速,スカーフ,52,0,156
フクスロー,818,544,準速,スカーフ,52,0,156
ガチグマ(あかつき),1017,681,準速,スカーフ,52,0,156
ゼニガメ,6,6,最速,スカーフ,43,0,156
ワニノコ,194,135,最速,スカーフ,43,0,156
クワガノン,834,560,最速,スカーフ,43,0,156
ケケンカニ,836,562,最速,スカーフ,43,0,156
アルクジラ,1098,758,最速,スカーフ,43,0,156
ハバタクカミ,1114,773,無振,,135,0,155
パオジアン,1130,789,無振,,135,0,155
コライドン(かんぜんけい),1135,794,無振,,135,0,155
ミライドン(かんぜんけい),1137,795,無振,,135,0,155
ビビヨン,747,506,最速,,89,0,155
ガブリアス,496,344,準速,,102,0,154
ドロンチ,995,660,準速,,102,0,154
ドリュウズ,591,408,最速,,88,0,154
モモワロウ,1160,817,最速,,88,0,154
サナギラス,288,210,準速,スカーフ,51,0,154
トロピウス,403,280,準速,スカーフ,51,0,154
オラチフ,1065,726,準速,スカーフ,51,0,154
スリープ,119,81,最速,スカーフ,42,0,154
フカマル,494,342,最速,スカーフ,42,0,154
クルミル,601,412,最速,スカーフ,42,0,154
クルマユ,602,413,最速,スカーフ,42,0,154
フラベベ,750,509,最速,スカーフ,42,0,154
モクロー,817,543,最速,スカーフ,42,0,154
オニシズクモ,854,578,最速,スカーフ,42,0,154
ボルトロス(れいじゅうフォルム),717,482,準速,,101,0,153
ランドロス(けしんフォルム),720,485,準速,,101,0,153
デデンネ,785,525,準速,,101,0,153
スナノケガワ,1116,775,準速,,101,0,153
ラフレシア,51,28,準速,スカーフ,50,0,153
ベトベトン(原種),111,74,準速,スカーフ,50,0,153
ベトベトン(アローラのすがた),112,75,準速,スカーフ,50,0,153
ラッキー,141,97,準速,スカーフ,50,0,153
ミニリュウ,182,123,準速,スカーフ,50,0,153
ホーホー,199,140,準速,スカーフ,50,0,153
キレイハナ,218,152,準速,スカーフ,50,0,153
マリルリ,220,154,準速,スカーフ,50,0,153
ハネッコ,223,157,準速,スカーフ,50,0,153
ウリムー,260,189,準速,スカーフ,50,0,153
イノムー,261,190,準速,スカーフ,50,0,153
ドンファン,273,197,準速,スカーフ,50,0,153
ヌマクロー,300,221,準速,スカーフ,50,0,153
ハスブレロ,314,226,準速,スカーフ,50,0,153
キルリア,324,234,準速,スカーフ,50,0,153
ハリテヤマ,340,244,準速,スカーフ,50,0,153
ヤミラミ,345,247,準速,スカーフ,50,0,153
チルット,376,266,準速,スカーフ,50,0,153
ユキワラシ,407,282,準速,スカーフ,50,0,153
タツベイ,417,285,準速,スカーフ,50,0,153
コモルー,418,286,準速,スカーフ,50,0,153
メタング,421,289,準速,スカーフ,50,0,153
レジロック,423,291,準速,スカーフ,50,0,153
レジアイス,424,292,準速,スカーフ,50,0,153
レジスチル,425,293,準速,スカーフ,50,0,153
ポッタイシ,443,308,準速,スカーフ,50,0,153
グレッグル,504,350,準速,スカーフ,50,0,153
シビルドン,675,450,準速,スカーフ,50,0,153
ツンベアー,685,458,準速,スカーフ,50,0,153
メレシー,786,526,準速,スカーフ,50,0,153
ディアンシー,813,540,準速,スカーフ,50,0,153
オシャマリ,825,551,準速,スカーフ,50,0,153
トロッゴン,944,623,準速,スカーフ,50,0,153
ヤバチャ,961,636,準速,スカーフ,50,0,153
ベロバー,966,641,準速,スカーフ,50,0,153
ニャイキング,970,644,準速,スカーフ,50,0,153
コオリッポ(アイスフェイス),982,652,準速,スカーフ,50,0,153
バドレックス(はくばじょうのすがた),1013,677,準速,スカーフ,50,0,153
